A young woman is seen standing in a room and leads into his/her/their/its/your/my [MASK] .	dancing
A man practices his throwing stance walking and doing half throws holding a/an [MASK] .	javeline
The [MASK] swings a hammer .	man
The man throws a weighted [MASK] .	ball
Athletes train in a/an [MASK] doing throwing motions on weighted cable machines .	gym
We see a person sharpen a knife on a sanding [MASK] .	disc
The [MASK] touches it and turns it off .	person
The [MASK] turns it on and then off off .	person
We see the man talking to the [MASK] .	camera
A close up of a/an [MASK] is seen .	crack
A/An [MASK] is outside , shoveling snow .	woman
A/An [MASK] wags his tail as he tries to help .	dog
People exercise on [MASK] machines while people sits on front and watch .	fitness
A man pass on front holding a/an [MASK] and stand next a TV .	jacket
A group of [MASK] walk on front people exercising .	woman
A man is playing the bagpipes at the bottom of the stairs in the [MASK] room of a house , wearing a button up and dress pants , along with socks .	living
He begins to tap his foot along with the beat of his tune , He starts to tap his left foot in a/an [MASK] and forth rhythm with his right foot .	back
He finishes , and smiles at the [MASK] .	camera
People are working in a/an [MASK] shop fixing a bike .	bike
They put the wheels back onto the [MASK] .	bike
The put the seat on the [MASK] .	bike
The bike is put together on the [MASK] .	floor
A/An [MASK] is giving advice on outdoor activities , specifically mushrooming and closeup is shown and the man talks about it .	man
The [MASK] cuts one open and then cuts it in half .	man
Another [MASK] talks about the experience .	man
A man and woman are seated on a/an [MASK] .	porch
The [MASK] plays bongo drums while the woman helps occasionally .	man
Another hand is seen banging a/an [MASK] in the foreground .	drum
A person walks on the roof of a climbing equipment , then he goes down the wall and reach the [MASK] and walk forward .	floor
The man stand with the hands on the border on the equipment and descend down the [MASK] with the hands , then he walk on hands sideward .	walk
A/An [MASK] is seen holding two dogs on a leash and proceeds to unhook them and let them go .	woman
One down then does his/her/their/its/your/my [MASK] into a bag tied to him and runs off behind bikes .	business
A large group of people are seen sitting around an auditorium with one man flying kites around in the [MASK] .	middle
The [MASK] continues moving around with the kites and walks away in the end with a woman speaking to the crowd .	person
Two men in work out clothes are standing up against the [MASK] and they begin to talk about working out .	wall
One man is then shown and he bends down and shows the proper [MASK] to lift the bar with weight on it .	way
A man is seen kneeling in a/an [MASK] .	gym
A person is using a leaf blower to blow leaves into a/an [MASK] .	pile
The leaves blow up onto a/an [MASK] .	hedge
They walk in [MASK] of a tree .	front
A/An [MASK] of people are sitting down at the top of a snow slide in a tube .	group
The [MASK] holding the camera starts his journey and he is off down the slopes of snow .	person
As he reaches the [MASK] , several black mats are placed in front of him to help slow him down .	bottom
A man is seated at a piano , playing and singing into a/an [MASK] .	microphone
A female [MASK] runs quickly down a track .	athlete
She plows into the [MASK] before getting up and walking away .	sand
The scene is repeated three times before ending with her cheering and [MASK] .	clapping
A lighthouse is shown on the beach before we see a man running with a surf [MASK] .	board
The [MASK] rides a wave , then through it .	man
He completes several stunts before walking onto the beach with the board under his/her/their/its/your/my [MASK] .	arm
A man is shown flipping a/an [MASK] in his hands , playing a popular song on his violin .	violin
The camera shows the violinist from various angles playing the popular [MASK] and not breaking concentration .	song
The camera pans all around the [MASK] and shows him playing the complete song .	player
A/An [MASK] zooms in on a person riding in a tube .	camera
More people are seen riding in tubes behind the [MASK] .	man
The people continue to ride around the [MASK] down the river .	area
A man [MASK] a boy kick box while two men watch sitting in the room .	train
Then , the [MASK] stands and kick the boy who kick back then kneels .	man
After , the [MASK] trains another child while showing movements .	man
After , the man stands to [MASK] kicks , then the man lye down and and hug the child who continues practicing kick box .	practice
People are shown walking along a/an [MASK] .	beach
Several people in paintball [MASK] are running through an obstacle course .	gear
The winner dances and runs across the [MASK] .	field
A young [MASK] is seen sitting behind a drum set playing the drums .	child
The boy continues playing the [MASK] while the camera zooms in on him playing .	instrument
A family has a picnic , and goes tubing on inflatable rafts in a narrow [MASK] of water surrounded by trees , on a rainy day .	body
A family of people sit at an outdoor wooden picnic table , eating , waiving at the [MASK] .	camera
The [MASK] watch the weather outdoors as it begins to rain and a little girl runs out into the rain and dances in it .	family
The [MASK] then appears , floating , talking and smiling on inflatable tubes on a narrow body of water .	family
The event ends and the family leaves a/an [MASK] bordered by a wooden fence .	area
A man plays guitar and [MASK] at the same time .	harmonica
Then , the man sings while playing the [MASK] .	guitar
After , the [MASK] continues playing both the guitar and the harmonica , then sing .	man
Next , the man plays the [MASK] and the guitar together .	harmonica
The [MASK] begins with a title sequence .	video
A young [MASK] is shown in a gym performing tricks with a jump rope as music plays in the background .	man
He then lays down and begins doing tricks on the [MASK] .	floor
The young [MASK] gets up again and does more tricks while standing .	man
At one point , his friends assist with the [MASK] rope tricks .	jump
The video ends with credits showing the young [MASK] 's name , along with the names of those who assisted him .	man
A lady is seen putting wax on a/an [MASK] shoes .	mans
We see the cloth hanging on the [MASK] .	wall
We see the footprints on the [MASK] .	platform
The [MASK] rubs the mans shoes with a cloth .	woman
We see the cloth on the [MASK] , then the lines of cloth near the shoes shine sign .	wall
A man is standing on a/an [MASK] .	platform
We see the holographic man on the wall with the [MASK] .	paper
A black two [MASK] Audi A3 is shown and then the camera zooms in on the tires .	door
A finger then touches the emergency light and the lights on the car [MASK] to flash .	begin
Next , the truck is opened , and the person removes the spare tire and the [MASK] .	jack
He then lifts the car and continues to loosen the bolts on the wheel of the [MASK] .	car
Once loose , the wheel is removed and the spare is put on and the same actions are performed in [MASK] .	reverse
Two girls stand between a girl in a hair [MASK] stool and begin brushing her and parting her hair .	salon
One woman braids her hair continuously to eventually create a french [MASK] .	braid
Both women stand talking to the [MASK] while presenting the braid just made .	camera
We see a colorful opening [MASK] .	scene
Kids in colorful clothes walk on a/an [MASK] and get in place .	stage
The kids perform zumba on a/an [MASK] .	stage
The girl [MASK] from left goes the wrong direction and almost runs into another girl .	second
We see an an ending [MASK] .	screen
A man wearing a striped shirt dances with a girl in a brown [MASK] at a street festival .	blouse
Other couple join in and dance in a street [MASK] while performers play on a stage .	festival
Onlookers pass by while the [MASK] continues to dance .	group
The [MASK] is strumming one drum .	man
The man strum the other drum while moving his/her/their/its/your/my [MASK] .	leg
The man play two drums at the same [MASK] .	time
The woman is sitting by the [MASK] holding a violin .	fireplace
The [MASK] placed the violin between her neck and shoulder and began strumming the violin with the stick .	woman
The [MASK] put the violin on her lap and talked .	lady
A man sits in a chair as he is getting his/her/their/its/your/my [MASK] cut .	hair
A man in a black [MASK] moves a light around .	shirt
People scramble behind the hair [MASK] .	stylist
A hair stylist continuously combs and cuts the man 's [MASK] .	hair
The hair stylists rubs some pomade on the [MASK] 's hair .	man
The [MASK] is seen posing .	man
A teenage female cheer leading squad walks around on a/an [MASK] and get in formation .	mat
The routine begins in a manikin [MASK] and they all begin to do a flip .	challenge
Once the stunts are done , half of the team begins doing cart wheels and they all meet back in the middle to do stunts in the [MASK] .	air
More stunts are done and the girls finish by landing in a split , they then get up and hug each other in the [MASK] of the mat .	middle
A/An [MASK] wearing a hood and glasses is talking .	woman
She is holding a/an [MASK] and twirling it in her hands .	baton
A woman is seen standing behind a sink and washing dishes while speaking to the [MASK] .	camera
The woman continues washing silverware while looking over to the camera and [MASK] .	smiling
A/An [MASK] in a black hat is hitting a ball on the grass with a club .	man
He continues to talk to the [MASK] .	camera
He holds up a small [MASK] .	trophy
A group of people are on a/an [MASK] .	field
They attach a camera to one of the [MASK] 's heads .	player
They lift each other over their heads in cheerleading stunts that can be seen from the camera 's [MASK] .	view
A large group of people are seen standing around when several clips are shown of a man attempting to jump over a/an [MASK] .	bar
The [MASK] completes the jump after a couple tries and is shown again in slow motion .	man
The man attempts jumping higher several more times and ends up knocking the bar down each [MASK] .	time
A woman is laughing as she jumps rope inside a/an [MASK] .	gym
She continues jumping for a long period of time , speeding up and changing positions as men with cameras record [MASK] .	her
A woman wearing a leopard print shirt and a denim jacket is doing a/an [MASK] on fake nails and how to use them .	tutorial
She is holding a packet of the fake nails in her hand as she explains the [MASK] .	process
Then she demonstrates how to place the fake nails on [MASK] of her nails .	top
Then she takes a/an [MASK] file and files the ends of the nails to smooth it .	nail
She then uses some [MASK] to glue the nails over her nails .	glue
She also uses some lime green [MASK] polish and paints the nails to finish off the process and make them shiny .	nail
A/An [MASK] is standing in front of a large stove .	cook
The man creates a giant omelette , finally flipping it onto a/an [MASK] and handing it to a patron .	plate
An old man with gray hair , wearing red shirt and black pants is dribbling the ball in an indoor [MASK] , he dribbled the ball side by side , between his legs .	court
He shoot the ball into the ring , then start dribbling again to side to side and between his legs , and shoot the [MASK] into the ring .	ball
A few men are shown preparing to surf , prepping his/her/their/its/your/my [MASK] and getting dressed .	board
A helicopter rides over the [MASK] where the surfers are riding .	shoreline
A couple laughs together on the beach in a tent awaiting more [MASK] .	surfing
A man is then shown prepping his/her/their/its/your/my [MASK] with surf wax .	board
The [MASK] watches others riding waves .	crowd
The [MASK] cheers multiples surfing runs on .	crowd
Kelly Slater is featured on a successful [MASK] , followed by more clips riding the waves .	run
Kelly Slater is paused mid wave to wrap up the [MASK] line .	story
Music and [MASK] credits are then shown .	producer
We see a golden [MASK] on a black screen .	title
A man is playing a/an [MASK] as arrows point to numbers above him .	harmonica
We see another [MASK] screen and more arrows on numbers .	title
The [MASK] screen returns and the man plays with the arrows above him again .	title
The fourth title [MASK] and the man plays with arrows above .	screen
The [MASK] shows up and the video ends .	name
A man puts on a helmet with a/an [MASK] mounted on it .	camera
The man participates in a lacrosse match with the camera recording in first person [MASK] .	perspective
The man makes a successful [MASK] on goal and high fives a teammate .	shot
The two teams shake hands after the [MASK] .	game
The [MASK] walks towards a group of people dressed in black .	man
A small child is seen climbing on a/an [MASK] as well as a woman in front of him .	camel
A/An [MASK] stands the camel up on it 's legs and walks around the area .	man
The man continues to walk around with the camels while the [MASK] pans to their movements .	camera
An intro leads into a/an [MASK] in women sitting beside a pool and talking .	man
The people are then shown underwater wearing scuba gear and teaching one another hand signals while the man speaks to the camera above the [MASK] .	surface
A person is seen in various shots riding around in a/an [MASK] and smiling off into the distance .	canoe
Another person is seen sitting in a/an [MASK] and demonstrates how to properly turn around .	canoe
The [MASK] continues moving along the water moving his paddle around while the camera captures his movements .	man
A group of men are riding around on horses while carry large sticks and holding them into the [MASK] .	air
One man comes close to the [MASK] man and near the crowd for a few moments .	camera
The man on horses go back to the stable to await his/her/their/its/your/my [MASK] , and eventually go back out into the ring .	return
A man steps to the side on a/an [MASK] and begins moving his arms and legs around .	lawn
He slowly moves his arms in various motions while stepping from [MASK] to side .	side
He moves his legs up and his arms continuously following until he finishes the [MASK] .	performance
The [MASK] in black shirt is playing drums .	person
The camera zoomed in to the drums as the [MASK] continue to play .	person
The camera shifted to the [MASK] looking down the drums .	view
A person throw a disc with a stick , the disc arrives to a triangle on the [MASK] where two people stand .	floor
Then , another [MASK] slides on the floor to stop inside the triangle .	disk
After , the person throw another [MASK] that stops inside the triangle .	disc
The rules oh the shuffleboard game is displayed in a/an [MASK] .	board
Paintballs are flying at men in [MASK] of a tent .	front
The men back into the [MASK] .	tent
People are getting ready for the paintball [MASK] .	competition
Paintballs come out of a man 's [MASK] .	mouth
The [MASK] is setting .	sun
An intro leads into several clips of a/an [MASK] lifting heavy weights over their shoulders as well as their arms all around .	person
More shots are [MASK] of athletes performing impressive stunts while looking off into the distance and people measuring their throws .	show
A/An [MASK] is playing cymbals under a bright light on a stage .	man
He is joined by a woman on a/an [MASK] drum .	bass
Then they are joined by other drummers , and a man on a huge set in the [MASK] .	background
Lights flash as they perform in [MASK] .	unison
A montage of [MASK] is being shown .	bullfighting
The [MASK] is being hit by the bull , while other matadors try to distract the bull .	matador
A woman blindfolded in a yard and swinging away at a/an [MASK] being moved around .	pinata
The [MASK] is laughing as well and finally hits the pinata for the children to grab .	woman
A man is talking to the camera from a parking [MASK] .	lot
He runs down the [MASK] while continuing to talk .	street
He runs onto several [MASK] streets , not stopping .	city
A man is standing outside by the sidewalk cutting down a/an [MASK] of hedges .	set
As he finishes the side , he moves to the front of the plant and continues cutting the [MASK] down .	plant
Once a small [MASK] is shown , he looks at the plant and then cuts off the item in his hand .	portion
A/An [MASK] is talking to the camera .	man
An Olympic [MASK] is shown with many people walking around on it .	field
The man runs down a strip of [MASK] and jumps into a pile of sand .	track
He has a/an [MASK] wrapped around him and waves at the audience .	flag
three man are standing in a/an [MASK] talking to each other .	gym
men opens the wooden [MASK] and enters in the gym and are watching the first men , and they panicked .	door
men start running in the [MASK] trying to grab a pink ball and start playing dodgeball .	court
man is talking to the [MASK] in font of a bricked wall .	camera
A girl is seen talking to the camera with her hand on his/her/their/its/your/my [MASK] and leads into her holding up various ingredients .	hip
She then mixes the ingredients together on a/an [MASK] of bread and creates a sandwich while pouring chips out onto the side .	slice
She then presents the [MASK] while speaking to the camera and holding up various liquids .	plate
One [MASK] jumps down the road , the the other as a man photographs them .	man
A man on a/an [MASK] rides past the men .	bike
A boy surfs in a big [MASK] .	wave
A group of people lye down on surfboards in a/an [MASK] .	wave
Suddenly , a/an [MASK] stands an surf below the wave .	boy
[MASK] stand in the beach holding surfboards .	Men
A boy [MASK] on a trampoline while catching a stuffed doll on his shoulders in the air .	jumps
The boy falls back and lands on his back on the [MASK] .	trampoline
The boy jumps and catches the doll and slams it between his legs on the [MASK] .	trampoline
The boy misses trying to catch the doll and falls on the [MASK] .	trampoline
Two people are seen speaking to one another while standing on the docks as well as speak to the [MASK] .	camera
The people enjoy themselves around the are by getting their hair cut , eating [MASK] , and the man preparing a boat .	food
Several shots are shown of a kitchen as well as people riding on the boat and still continue to speak to the [MASK] .	camera
The [MASK] of the business is shown .	name
A person is braiding a/an [MASK] 's hair .	client
A person is running scissor through a/an [MASK] .	braid
A/An [MASK] is applying rods to braids .	person
A/An [MASK] is putting braids with rods into water .	person
A client with [MASK] glasses is talking .	reading
A/An [MASK] is leaving after braids are done .	client
The credits of the [MASK] are shown .	video
A woman stand with athletic jacket in a/an [MASK] covered and forested yard .	grass
The woman enters an open workshop [MASK] .	area
Logs are stacked upright on a chopping [MASK] .	block
The woman uses an a/an [MASK] to split the logs in half .	ax
Cars are driving down the [MASK] fairly quickly .	highway
They stop , a/an [MASK] gets out and helps two women get out .	man
They go into a/an [MASK] and throw a ball into a girls drink starting a beer pong war .	bar
He wakes up in his dorm and then click on his/her/their/its/your/my [MASK] to start a beer pong championship .	ipad
A young lady with a grey jacket on is standing in front of a/an [MASK] lathering her hands .	sink
She then turns the water on and begins to rinse her hands and flex her fingers to make sure all of the [MASK] is off .	soap
After that is done , she grabs a white [MASK] , dries her hands and wipes her mouth .	towel
Several percussionists stand on a/an [MASK] .	field
They march in [MASK] on the field .	place
They are drumming in [MASK] .	sync
A/An [MASK] walks by with a video camera .	woman
A girl with several facial piercings his seen rubbing [MASK] all over her face and powdering her cheeks and face .	lotion
She then puts [MASK] on followed by mascara and lip liner .	eyeliner
She colors in her eyebrows and puts on fake eye lashes , then rubbing some of the black off and more [MASK] on .	mascara
She puts a bit of [MASK] in her cheeks and then smiles and waves to the camera .	blush
The man looks at the [MASK] and then goes back to looking somewhere else and talking .	camera
People skateboard in a/an [MASK] on the road while bending and holding his arms back .	competition
Then , a/an [MASK] opens his arms and signal others to advance .	skateboarder
Then , the skateboarders pass on [MASK] spectators watching on side the road .	front
People take [MASK] to the skateboarders .	picture
A/An [MASK] fells on the road .	skateboarder
People continues skateboarding in the [MASK] .	road
A/An [MASK] rides horses playing a game of polo on a field .	group
The group fight over the ball and ride in a tight [MASK] .	formation
A/An [MASK] on the team breaks away and rides toward the goal on his horse .	member
A young man is rappelling up the [MASK] of a cliff .	side
Another [MASK] watches and helps from below .	man
The man continues climbing until he reaches the [MASK] .	top
People are playing [MASK] together outside .	cricket
A/An [MASK] of people hold up a trophy .	group
People are walking around outside playing [MASK] .	cricket
A/An [MASK] is standing by a toilet in a bikini .	woman
A/An [MASK] is rubbing sunscreen onto her legs .	man
She begins to rub his/her/their/its/your/my [MASK] .	leg
A/An [MASK] is seen speaking to the camera while holding up various objects .	woman
The puts tape on he eye and begins putting eyeliner above his/her/their/its/your/my [MASK] .	eye
She continues putting the makeup on while speaking to the camera and takes off the [MASK] in the end .	tape
man wearing a purple shirt is holding a gas [MASK] .	pipe
the man is using the [MASK] to light up the woodfire .	pipe
man is standing outside a/an [MASK] lighting up a woodfire .	house
A/An [MASK] is seen standing in a field with a dog while holding onto toys .	man
The man then begins throwing the [MASK] while the dog chases after them .	toys
The men continues to do tricks with the dog and end with a/an [MASK] .	picture
An older [MASK] newswoman is reading a story .	blonde
Various pictures are shown of shuffleboard [MASK] .	history
An older man is interviewed for the [MASK] .	camera
Various clips of people playing [MASK] are shown .	shuffleboard
The older blonde [MASK] ends the news story .	reporter
They all are doing flips off the [MASK] .	corner
The land on his/her/their/its/your/my [MASK] .	opponent
They knock them down to the [MASK] .	floor
An unseen person demonstrates how to remove and install a tire valve on a tire using a special [MASK] .	tool
A pair of hands is seen yielding a metal [MASK] over a yellow walled tire lying on a flat surface .	tool
The [MASK] uses the metal curved tool to pluck the old tire valve out of its hole .	hand
The hand then uses a metal , black , [MASK] to insert a new valve into the tire .	tool
A group of men are in a kayak going down the [MASK] bank .	river
The are paddling and looking at the trees in the distance enjoying his/her/their/its/your/my [MASK] .	day
Once they start to head back to land and to get ready to get on the [MASK] .	dock
A person 's hands are seen moving around a cat and trimming it 's claws while the [MASK] lays still and looks around .	cat
The person then files the nails of the [MASK] and zooms in on the cat 's belly in the end .	cat
A/An [MASK] is sitting on a black mat in a gym .	man
He lays back and does crunches on the [MASK] .	mat
A camera pans around a shirtless man sitting in the snow followed by the man snowboarding and men riding up a/an [MASK] .	hill
Several shots are shown of people riding down the snowy hill and doing tricks in front of the [MASK] .	camera
A caveman is seen walking a purple [MASK] .	rock
He runs into a big [MASK] and the dog eats the caveman .	dog
A God walks a/an [MASK] .	poodle
A/An [MASK] walks his dog and is shot outside a saloon .	cowboy
Chaplin is seen walking his/her/their/its/your/my [MASK] .	dog
A hippie [MASK] lies down on the floor and seems to be hallucinating .	dog
Dogs and [MASK] are seen exploring space .	spacecraft
A/An [MASK] wearing a black clothes is sharpening the knife on a stone .	man
The [MASK] beside him on blue long sleeves drawing something on the table with his finger .	man
